tweet_id,tweet_text
6366, i called out a racist you cant pull joshua on his past when fury is no better his timeline wreaks of brexit and katie hopkins so before you have pop at me over research try some of your own did he have to mention his neighbour was african  come on
6367, we do the presenters never hold the  politician to account on what they said and promised previously he was a terrible brexit minister if he was in company he would have been sacked for incompetence and lazy
6368, brexit means brexit
6369,government  parliament let touring musicians travel support musicians working in the eu postbrexit workingintheeu  sign the petition  via
6370, thankfully we have euas some friend uktotally untrustworthy country 
6371, after being out of office in scotland for years frankly the words in the caption are true brexit is the end of the uk 
6372,yes  this is the brexit people voted for   sadly  they listened more to the people who told them something different  now they realise those people lied
6373, totally agree   why do you think hugh hewitt is voting encouraging gop  reg dem  vote bernie in primaries  why is russia behind bernie  notice brexit  gop know they win against bernie so we all get a bern burn  remember hes not a democrat   
6374,this is a whole new level of labour desperation
6375,many conservatives have come to reject this view which is why the argument that voting for trump is anticonservative because it undermines norms doesnt look persuasive anymore same for the allegation that brexit is radical while remaining is supposedly the true con choice
